gameId,duration_ticks,peak_multiplier,rug_tick,final_price,timestamp,is_instarug
20250706-80bb8fca1d9f4d95,296,4.715071274785429,296,3.941918509675528,2025-07-06T00:12:06.185Z,False
20250706-f5da831af4044b49,217,3.7765278816626524,217,1.577874873367981,2025-07-06T00:13:36.442Z,False
20250706-74b99fc3d5e1486a,529,50.335952892505375,529,22.906072842320388,2025-07-06T00:14:46.644Z,False
20250706-fec30cf5d3bd4c7e,198,1.2428547267324435,198,0.8541021571223166,2025-07-06T00:17:16.004Z,False
20250706-791b5508f8214c1d,52,1.1799478235114378,52,0.5813317915070112,2025-07-06T00:18:21.501Z,False
20250706-bd93fb99a2ca41e8,2,1.0141211737931748,2,1.0141211737931748,2025-07-06T00:18:50.281Z,True
20250706-2d2e11ef8e524282,185,2.364656855509271,185,1.7177573229840288,2025-07-06T00:19:06.540Z,False
20250706-6f0449c6675545e8,359,1.7664188273145747,359,0.9444028207977163,2025-07-06T00:20:09.041Z,False
20250706-be72dd1f7c464c89,166,1.416155551914373,166,0.969002839363534,2025-07-06T00:21:55.319Z,False
20250706-fd4227ea2aaf422e,106,1.0776476794705665,106,0.319606681531403,2025-07-06T00:22:52.842Z,False
20250706-c1b3dbf1b71d45fd,202,5.54228999261432,202,4.733010403903771,2025-07-06T00:23:35.113Z,False
20250706-b098d406ca284e76,308,3.454995088978403,308,1.9581019295802908,2025-07-06T00:24:41.712Z,False
20250706-b4ab35e6163e4597,112,1.0074637646527766,112,0.5409619855801767,2025-07-06T00:26:15.283Z,False
20250706-c38b5e4cc1b14ad8,49,2.920182184231697,49,2.9063329995608504,2025-07-06T00:26:59.317Z,False
20250706-6aad1c93542c4f73,43,1.3084742125694886,43,0.8889308921118761,2025-07-06T00:27:27.309Z,False
20250706-92101cf88f8844ea,8,1.1995869200074207,8,1.1674617094588886,2025-07-06T00:27:53.993Z,True
20250706-910327151ba34570,345,53.41333940437588,345,40.36297672783224,2025-07-06T00:28:11.857Z,False
20250706-35ae2499c9264584,76,1.3628760795321098,76,0.9862566856563251,2025-07-06T00:29:54.355Z,False
20250706-1f62aabc5068406a,552,5.307188172650273,552,3.6063773346118095,2025-07-06T00:30:29.397Z,False
20250706-3613683dce984f95,75,1.7062907115730792,75,1.4296841655197055,2025-07-06T00:33:03.915Z,False
20250706-e72dafff53b64143,473,1.4764859559128822,473,0.11957573426267633,2025-07-06T00:33:38.817Z,False
20250706-a2885116c6424f9f,685,16.865069031971064,685,6.726768219485264,2025-07-06T00:35:53.444Z,False
20250706-702e5177ccf74286,580,8.419391407228638,580,1.4595710143949199,2025-07-06T00:39:02.016Z,False
20250706-48e2d8acc49a4475,51,1.4592349076649578,51,1.4592349076649578,2025-07-06T00:41:44.259Z,False
20250706-fd3750343ab34abe,170,1.47839239364647,170,0.6242067298915079,2025-07-06T00:42:12.827Z,False
20250706-6735221ccb5740d9,501,5.782151756207614,501,5.630856188488615,2025-07-06T00:43:11.451Z,False
20250706-9961128673484720,86,1.6141842786111684,86,1.1523426221887192,2025-07-06T00:45:39.543Z,False
20250706-e1f7464d0983464d,168,2.522907036575966,168,2.5188571344917086,2025-07-06T00:46:17.350Z,False
